id_estudiante,id_periodo,porcentaje_asistencia_periodo,tardanzas,retiros_tempranos
1042,1,77,6,0
1042,2,76,4,0
1042,3,95,3,2
1042,4,80,3,0
1043,1,77,4,0
1043,2,83,6,0
1043,3,78,6,0
1043,4,71,3,1
1044,1,89,8,1
1044,2,83,8,2
1044,3,69,5,2
1044,4,66,4,1
1045,1,93,7,1
1045,2,91,3,0
1045,3,100,4,2
1045,4,78,5,0
1046,1,82,4,6
1046,2,90,4,2
1046,3,61,4,0
1046,4,83,0,2
1047,1,76,3,4
1047,2,70,5,0
1047,3,72,4,0
1047,4,71,5,3
1048,1,93,4,0
1048,2,100,5,2
1048,3,87,6,0
1048,4,82,5,0
1049,1,76,3,0
1049,2,86,7,0
1049,3,86,1,0
1049,4,77,2,2
1050,1,87,0,0
1050,2,79,1,1
1050,3,79,1,0
1050,4,85,3,3
1051,1,86,3,3
1051,2,82,4,1
1051,3,97,11,0
1051,4,84,5,4
1052,1,99,2,0
1052,2,87,6,0
1052,3,91,7,0
1052,4,93,5,0
1053,1,88,0,0
1053,2,76,3,1
1053,3,98,1,1
1053,4,70,1,0
1054,1,92,4,1
1054,2,93,3,1
1054,3,87,4,0
1054,4,83,5,1
1055,1,95,7,0
1055,2,100,5,1
1055,3,88,10,0
1055,4,93,3,0
1056,1,83,1,0
1056,2,96,2,3
1056,3,93,0,1
1056,4,90,3,1
1057,1,97,0,0
1057,2,98,3,0
1057,3,100,4,0
1057,4,76,1,0
1058,1,94,6,0
1058,2,90,8,0
1058,3,92,7,1
1058,4,94,8,0
1059,1,92,0,0
1059,2,95,3,1
1059,3,100,8,0
1059,4,86,1,0
1060,1,73,6,2
1060,2,75,6,1
1060,3,77,7,3
1060,4,71,4,1
1061,1,93,0,3
1061,2,100,2,0
1061,3,84,0,0
1061,4,92,1,0
1062,1,73,4,4
1062,2,60,3,0
1062,3,80,2,4
1062,4,86,1,4
1063,1,100,1,0
1063,2,86,4,1
1063,3,71,7,0
1063,4,100,6,0
1064,1,94,2,1
1064,2,83,3,1
1064,3,91,3,0
1064,4,96,3,0
1065,1,100,5,0
1065,2,100,4,0
1065,3,84,3,2
1065,4,100,5,1
1066,1,87,0,1
1066,2,94,1,2
1066,3,87,1,3
1066,4,83,5,2
1067,1,78,5,4
1067,2,79,5,2
1067,3,78,5,6
1067,4,75,5,4
1068,1,89,0,3
1068,2,92,4,2
1068,3,83,0,0
1068,4,88,0,1
1069,1,88,0,4
1069,2,97,2,0
1069,3,97,0,4
1069,4,92,2,2
1070,1,86,9,0
1070,2,94,4,0
1070,3,84,4,2
1070,4,91,3,0
1071,1,58,3,1
1071,2,71,3,2
1071,3,81,3,1
1071,4,76,3,2
1072,1,98,3,0
1072,2,81,3,0
1072,3,94,1,2
1072,4,99,1,0
1073,1,85,3,1
1073,2,83,1,0
1073,3,91,1,0
1073,4,97,7,3
1074,1,87,0,1
1074,2,92,4,0
1074,3,80,0,0
1074,4,77,3,0
1075,1,71,6,2
1075,2,77,6,1
1075,3,82,6,1
1075,4,71,6,2
1076,1,85,3,1
1076,2,100,5,3
1076,3,84,5,0
1076,4,92,3,0
1077,1,100,3,5
1077,2,99,3,5
1077,3,73,0,3
1077,4,92,0,3
1078,1,77,6,0
1078,2,74,7,1
1078,3,73,4,2
1078,4,78,9,0
1079,1,87,3,2
1079,2,94,1,0
1079,3,86,2,0
1079,4,87,1,2
1080,1,97,8,1
1080,2,87,1,0
1080,3,85,4,1
1080,4,74,5,2
1081,1,56,8,0
1081,2,79,5,0
1081,3,79,10,2
1081,4,88,5,0
1082,1,88,4,0
1082,2,85,0,1
1082,3,88,4,0
1082,4,79,4,0
1083,1,74,5,0
1083,2,89,7,0
1083,3,78,5,0
1083,4,77,4,2
1084,1,83,3,2
1084,2,85,4,0
1084,3,75,6,0
1084,4,66,2,0
1085,1,94,2,2
1085,2,96,0,3
1085,3,73,0,4
1085,4,96,2,3
1086,1,97,6,1
1086,2,83,6,0
1086,3,78,7,0
1086,4,96,4,0
1087,1,98,1,0
1087,2,98,0,1
1087,3,85,3,2
1087,4,74,2,2
1088,1,91,3,2
1088,2,91,8,0
1088,3,96,7,0
1088,4,82,4,0
1089,1,95,0,2
1089,2,92,1,0
1089,3,92,2,0
1089,4,90,2,0
1090,1,100,2,0
1090,2,94,0,1
1090,3,100,0,1
1090,4,90,0,1
1091,1,77,6,2
1091,2,76,2,2
1091,3,100,5,3
1091,4,83,7,2
1092,1,84,3,0
1092,2,85,0,2
1092,3,86,2,0
1092,4,76,3,0
1093,1,78,1,1
1093,2,97,5,1
1093,3,84,0,0
1093,4,97,0,1
1094,1,92,4,3
1094,2,93,7,1
1094,3,78,5,1
1094,4,89,6,3
1095,1,77,8,1
1095,2,64,5,1
1095,3,75,2,1
1095,4,72,7,3
1096,1,64,7,3
1096,2,77,7,2
1096,3,64,5,2
1096,4,66,8,1
1097,1,87,2,0
1097,2,87,0,2
1097,3,87,2,0
1097,4,95,0,0
1098,1,94,5,2
1098,2,84,4,0
1098,3,91,3,1
1098,4,86,3,3
1099,1,87,1,0
1099,2,83,1,0
1099,3,81,3,1
1099,4,77,0,2
1100,1,80,9,2
1100,2,82,6,4
1100,3,86,5,6
1100,4,81,4,4
1101,1,92,4,0
1101,2,71,7,1
1101,3,86,6,5
1101,4,76,4,0
1102,1,81,0,0
1102,2,100,2,1
1102,3,69,2,3
1102,4,100,2,0
1103,1,95,4,1
1103,2,86,4,0
1103,3,100,6,0
1103,4,85,2,0
1104,1,94,3,2
1104,2,87,3,1
1104,3,90,3,3
1104,4,86,6,0
1105,1,82,0,3
1105,2,87,0,0
1105,3,90,3,1
1105,4,96,0,3
1106,1,94,1,2
1106,2,93,3,2
1106,3,88,1,1
1106,4,94,0,2
1107,1,91,6,0
1107,2,78,5,0
1107,3,82,4,0
1107,4,69,6,2
1108,1,97,0,5
1108,2,84,3,1
1108,3,90,3,2
1108,4,84,0,3
1109,1,55,8,1
1109,2,83,8,0
1109,3,63,6,1
1109,4,67,7,0
1110,1,62,1,0
1110,2,82,3,1
1110,3,69,4,1
1110,4,85,7,0
1111,1,86,5,0
1111,2,96,6,0
1111,3,87,6,0
1111,4,78,6,3
1112,1,81,4,3
1112,2,83,5,3
1112,3,88,5,3
1112,4,85,8,5
1113,1,82,4,4
1113,2,100,3,5
1113,3,91,0,2
1113,4,79,1,2
1114,1,92,6,5
1114,2,87,1,6
1114,3,86,0,5
1114,4,92,7,4
1115,1,85,9,0
1115,2,90,8,0
1115,3,60,9,2
1115,4,82,8,0
1116,1,94,7,3
1116,2,94,6,0
1116,3,100,1,0
1116,4,87,6,1
1117,1,91,1,3
1117,2,100,0,2
1117,3,78,2,2
1117,4,81,5,3
1118,1,82,0,1
1118,2,90,0,0
1118,3,92,0,1
1118,4,89,1,0
1119,1,95,1,3
1119,2,89,7,3
1119,3,89,4,3
1119,4,77,1,2
1120,1,76,4,2
1120,2,85,7,0
1120,3,77,7,0
1120,4,87,6,1
1121,1,87,8,0
1121,2,93,5,0
1121,3,99,5,2
1121,4,90,5,0
1122,1,87,2,0
1122,2,90,4,0
1122,3,94,4,1
1122,4,89,6,1
1123,1,97,1,0
1123,2,99,0,0
1123,3,99,1,3
1123,4,84,2,0
1124,1,97,7,2
1124,2,81,3,3
1124,3,70,6,4
1124,4,74,8,1
1125,1,73,8,4
1125,2,53,8,2
1125,3,69,6,2
1125,4,65,2,4
1126,1,87,4,3
1126,2,76,2,0
1126,3,69,3,0
1126,4,69,4,0
1127,1,82,8,2
1127,2,100,5,0
1127,3,92,3,1
1127,4,85,9,0
1128,1,93,6,0
1128,2,82,5,0
1128,3,88,4,0
1128,4,82,4,3
1129,1,91,6,1
1129,2,74,5,3
1129,3,94,4,1
1129,4,93,3,2
1130,1,100,0,0
1130,2,94,2,2
1130,3,90,2,0
1130,4,94,3,3
1131,1,74,6,2
1131,2,88,5,3
1131,3,87,6,0
1131,4,94,5,0
1132,1,78,9,5
1132,2,91,4,4
1132,3,83,5,2
1132,4,95,7,2
1133,1,90,8,1
1133,2,86,5,0
1133,3,100,3,1
1133,4,99,0,2
1134,1,93,8,4
1134,2,83,4,0
1134,3,84,3,0
1134,4,95,5,0
1135,1,90,2,2
1135,2,100,0,2
1135,3,99,3,1
1135,4,93,4,0
1136,1,94,7,0
1136,2,80,4,3
1136,3,88,8,0
1136,4,97,5,3
1137,1,77,0,1
1137,2,84,3,2
1137,3,79,1,0
1137,4,86,2,0
1138,1,73,7,2
1138,2,72,2,0
1138,3,85,6,3
1138,4,67,4,0
1139,1,93,4,3
1139,2,92,5,1
1139,3,83,6,2
1139,4,68,3,0
1140,1,95,2,0
1140,2,86,3,2
1140,3,86,1,0
1140,4,86,0,0
1141,1,99,0,0
1141,2,82,1,3
1141,3,87,0,1
1141,4,82,0,1
1142,1,73,6,4
1142,2,87,4,2
1142,3,77,7,4
1142,4,80,4,2
1143,1,93,2,4
1143,2,78,4,1
1143,3,66,8,0
1143,4,65,6,2
1144,1,70,7,3
1144,2,59,6,1
1144,3,74,6,3
1144,4,40,7,3
1145,1,99,5,2
1145,2,77,6,3
1145,3,76,4,3
1145,4,81,5,1
1146,1,100,2,0
1146,2,84,2,0
1146,3,78,0,4
1146,4,100,2,0
1147,1,93,5,0
1147,2,93,6,2
1147,3,77,5,0
1147,4,85,6,5
1148,1,67,4,5
1148,2,80,6,2
1148,3,78,1,2
1148,4,82,3,3
1149,1,82,1,0
1149,2,93,2,3
1149,3,86,0,1
1149,4,95,3,4
1150,1,81,4,0
1150,2,86,3,2
1150,3,74,4,2
1150,4,83,4,0
1151,1,89,5,3
1151,2,76,2,0
1151,3,71,7,1
1151,4,91,6,2
1152,1,90,3,0
1152,2,85,1,3
1152,3,78,4,0
1152,4,80,5,0
1153,1,84,2,1
1153,2,96,4,2
1153,3,89,5,1
1153,4,76,6,2
1154,1,71,3,5
1154,2,66,5,4
1154,3,79,2,1
1154,4,87,4,1
1155,1,85,6,2
1155,2,87,4,0
1155,3,82,5,3
1155,4,76,3,3
1156,1,99,6,1
1156,2,100,7,4
1156,3,94,4,2
1156,4,88,3,2
1157,1,75,4,0
1157,2,85,3,2
1157,3,70,8,0
1157,4,73,4,0
1158,1,74,1,0
1158,2,87,5,0
1158,3,76,8,1
1158,4,72,2,0
1159,1,92,0,3
1159,2,89,2,3
1159,3,99,4,0
1159,4,86,0,2
1160,1,89,6,0
1160,2,94,7,3
1160,3,80,1,2
1160,4,93,7,3
1161,1,83,2,0
1161,2,82,1,0
1161,3,87,5,0
1161,4,90,0,1
1162,1,71,0,0
1162,2,88,1,2
1162,3,94,0,1
1162,4,87,3,0
1163,1,79,3,0
1163,2,77,3,0
1163,3,75,5,2
1163,4,81,6,0
1164,1,91,2,0
1164,2,85,0,0
1164,3,99,0,0
1164,4,90,0,0
1165,1,90,3,0
1165,2,93,3,5
1165,3,78,5,3
1165,4,90,5,2
1166,1,79,0,0
1166,2,81,2,0
1166,3,89,6,0
1166,4,82,0,0
1167,1,93,1,4
1167,2,82,5,2
1167,3,83,5,1
1167,4,79,3,0
1168,1,98,0,0
1168,2,100,2,2
1168,3,93,2,0
1168,4,88,4,0
1169,1,97,3,3
1169,2,82,0,0
1169,3,86,3,0
1169,4,85,2,1
1170,1,94,0,2
1170,2,84,1,1
1170,3,88,1,0
1170,4,93,2,3
1171,1,86,13,2
1171,2,70,8,0
1171,3,85,7,0
1171,4,90,8,0
1172,1,80,3,4
1172,2,88,5,4
1172,3,84,1,2
1172,4,89,2,5
1173,1,79,3,3
1173,2,83,0,0
1173,3,94,1,0
1173,4,85,2,1
1174,1,98,1,2
1174,2,100,0,0
1174,3,100,2,2
1174,4,85,2,2
1175,1,75,4,1
1175,2,84,7,0
1175,3,69,5,0
1175,4,81,7,2
1176,1,60,6,0
1176,2,75,7,2
1176,3,85,8,3
1176,4,69,1,0
1177,1,100,4,0
1177,2,92,5,3
1177,3,100,3,0
1177,4,95,5,0
1178,1,78,4,1
1178,2,85,9,4
1178,3,96,5,2
1178,4,81,5,4
1179,1,85,6,0
1179,2,86,4,5
1179,3,79,6,2
1179,4,82,4,0
1180,1,71,4,0
1180,2,96,2,2
1180,3,97,1,0
1180,4,77,5,0
1181,1,98,0,0
1181,2,100,1,3
1181,3,82,4,1
1181,4,83,6,1
1182,1,83,5,0
1182,2,83,7,1
1182,3,86,8,1
1182,4,92,8,1
1183,1,100,1,4
1183,2,73,3,4
1183,3,89,1,2
1183,4,95,0,2
1184,1,65,3,2
1184,2,72,4,3
1184,3,73,3,1
1184,4,68,4,4
1185,1,71,0,4
1185,2,96,0,2
1185,3,84,1,3
1185,4,83,0,1
1186,1,76,8,2
1186,2,81,7,0
1186,3,88,7,1
1186,4,67,10,0
1187,1,86,8,0
1187,2,85,7,2
1187,3,95,7,0
1187,4,82,8,3
1188,1,81,3,2
1188,2,100,5,1
1188,3,77,6,0
1188,4,91,4,0
1189,1,75,1,0
1189,2,79,2,2
1189,3,65,7,4
1189,4,81,3,0
1190,1,83,0,1
1190,2,98,0,1
1190,3,85,2,0
1190,4,91,0,0
1191,1,87,1,0
1191,2,81,2,0
1191,3,89,3,2
1191,4,100,1,1
1192,1,95,5,0
1192,2,90,3,1
1192,3,100,5,1
1192,4,77,2,0
1193,1,95,4,4
1193,2,76,3,1
1193,3,82,1,0
1193,4,83,3,2
1194,1,94,1,5
1194,2,98,4,4
1194,3,92,3,3
1194,4,93,3,4
1195,1,100,5,2
1195,2,89,5,3
1195,3,94,0,2
1195,4,71,6,2
1196,1,65,2,0
1196,2,78,5,2
1196,3,86,5,0
1196,4,70,5,2
1197,1,81,3,1
1197,2,91,2,4
1197,3,94,5,2
1197,4,83,2,4
1198,1,90,6,1
1198,2,80,1,1
1198,3,76,5,2
1198,4,84,5,1
1199,1,89,2,0
1199,2,97,1,1
1199,3,92,0,1
1199,4,82,2,0
1200,1,96,0,2
1200,2,83,4,1
1200,3,92,5,2
1200,4,86,2,5
